merek,model,tahun,transmisi,bahan_bakar,kilometer,warna,lokasi,harga
BMW,Seri 3,2015,,,,,Yogyakarta,211900000
Daihatsu,Ayla,2008,Manual,Bensin,189727.0,Abu-abu,Bali,13900000
Honda,Jazz,2022,Manual,Bensin,71049.0,Abu-abu,Bandung,154700000
Honda,Mobilio,2022,Automatic,Bensin,45242.0,Hitam,Bandung,161200000
Toyota,Avanza,2023,Manual,Bensin,26963.0,Hitam,Medan,178700000
Suzuki,Ertiga,2016,Manual,Bensin,147886.0,Biru,Jakarta,71400000
Suzuki,Carry,2009,Manual,Bensin,45166.0,Hitam,Bandung,19000000
Toyota,Yaris,2013,Automatic,Bensin,149536.0,Abu-abu,Jakarta,51700000
Suzuki,Baleno,2014,Automatic,Bensin,181360.0,Putih,Semarang,59900000
Mitsubishi,Xpander,2010,Manual,Bensin,164319.0,Hitam,Semarang,32800000
Toyota,Rush,2008,Manual,Bensin,296101.0,Hitam,Makassar,22600000
Suzuki,XL7,2013,Manual,Bensin,110481.0,Abu-abu,Medan,58600000
Nissan,X-Trail,2019,Manual,Diesel,22332.0,Abu-abu,Medan,216900000
Nissan,X-Trail,2008,Automatic,Diesel,304510.0,Biru,Medan,40700000
Mitsubishi,Xpander,2021,Automatic,Bensin,69930.0,Abu-abu,Makassar,161500000
Daihatsu,Gran Max,2012,Manual,Bensin,148536.0,,Bali,27000000
Mitsubishi,Pajero Sport,2012,Manual,Diesel,213325.0,Abu-abu,Surabaya,101700000
Suzuki,XL7,2016,Automatic,Bensin,131838.0,Merah,Makassar,88300000
Toyota,Innova,2016,Automatic,Diesel,109494.0,,Bali,119900000
Suzuki,Baleno,2009,Manual,Diesel,267673.0,Biru,Bandung,23300000
Toyota,Rush,2018,Automatic,Bensin,53680.0,Silver,Bali,117200000
Mercedes-Benz,GLA,2018,Automatic,Bensin,115651.0,Merah,Bali,336300000
Honda,Mobilio,2015,Automatic,Bensin,263094.0,Abu-abu,Jakarta,54700000
Toyota,Innova,2023,Manual,Bensin,2924.0,Hitam,Medan,342300000
Toyota,Rush,2009,Manual,Bensin,234127.0,Merah,Yogyakarta,24900000
Toyota,Calya,2017,Manual,Diesel,115752.0,Silver,Makassar,62600000
Toyota,Avanza,2008,Manual,Bensin,200215.0,Silver,Yogyakarta,20000000
Daihatsu,Sigra,2012,MT,Bensin,234647.0,Hitam,Bandung,24900000
Nissan,Grand Livina,2022,Manual,Bensin,29122.0,Merah,Makassar,151300000
Toyota,Calya,2015,Automatic,Bensin,141154.0,Silver,Medan,41400000
Toyota,Yaris,2017,Manual,Bensin,115796.0,Merah,Surabaya,87100000
Mitsubishi,Pajero Sport,2015,Automatic,Diesel,131502.0,Abu-abu,Yogyakarta,172300000
Honda,Jazz,2019,Manual,Bensin,110292.0,Silver,Surabaya,120500000
Toyota,Agya,2022,Manual,Diesel,22138.0,Silver,Surabaya,122000000
Honda,CR-V,2017,Manual,Bensin,125585.0,Biru,Semarang,160500000
Suzuki,Ertiga,2023,Manual,Bensin,36624.0,Biru,Medan,187900000
Mitsubishi,Triton,2022,Matic,Diesel,46746.0,Biru,Yogyakarta,306000000
Toyota,Fortuner,2016,Automatic,Diesel,104011.0,Silver,Jakarta,194600000
Mitsubishi,Xpander,2018,Automatic,Bensin,88298.0,Abu-abu,Jakarta,113600000
Nissan,Livina,2020,Automatic,Bensin,52632.0,Merah,Bandung,132600000
Toyota,Rush,2010,Manual,Bensin,242138.0,Hitam,Bandung,30000000
Toyota,Agya,2011,Automatic,Bensin,248052.0,Biru,Makassar,20000000
Daihatsu,Xenia,2013,Manual,Bensin,177839.0,Biru,Bali,41500000
Toyota,Calya,2009,Manual,Bensin,177758.0,Silver,Makassar,18200000
Honda,CR-V,2022,Automatic,Bensin,27788.0,Putih,Jakarta,336800000
Honda,BR-V,2019,Automatic,Bensin,73742.0,Silver,Bali,142900000
Honda,BR-V,2010,Manual,Bensin,211457.0,Merah,Medan,35400000
Toyota,Rush,2013,Manual,Bensin,147900.0,Putih,Jakarta,52100000
Suzuki,Ignis,2020,Manual,Bensin,71361.0,Hitam,Yogyakarta,74400000
Honda,BR-V,2022,Automatic,Bensin,55508.0,Hitam,Semarang,200900000
Toyota,Agya,2018,Manual,Bensin,87183.0,Putih,Semarang,62500000
Toyota,Innova,2021,Matic,Bensin,43558.0,Putih,Makassar,249100000
Honda,HR-V,2016,Automatic,Bensin,80937.0,Merah,Semarang,110600000
Toyota,Innova,2023,Manual,Bensin,35964.0,Abu-abu,Semarang,298000000
Toyota,Fortuner,2020,Automatic,Bensin,60705.0,Merah,Medan,275400000
Suzuki,Ertiga,2023,Manual,Bensin,30464.0,Putih,Semarang,172700000
BMW,X5,2022,Automatic,Bensin,34378.0,,Bandung,1074900000
Daihatsu,Xenia,2015,Manual,Bensin,95442.0,Putih,Medan,53900000
Daihatsu,Xenia,2008,Manual,Bensin,288301.0,Merah,Medan,17800000
Honda,Brio,2008,Manual,Bensin,478175.0,Biru,Yogyakarta,10500000
Honda,CR-V,2016,Automatic,Bensin,138672.0,Hitam,Bandung,148900000
Toyota,Fortuner,2020,Manual,Diesel,71247.0,Abu-abu,Surabaya,299200000
Mercedes-Benz,C-Class,2023,Automatic,Bensin,24481.0,,Bandung,704900000
Daihatsu,Ayla,2022,Manual,Bensin,80547.0,Abu-abu,Bali,92700000
Honda,CR-V,2012,Automatic,Bensin,198267.0,Merah,Surabaya,69500000
Honda,BR-V,2009,MT,Bensin,291666.0,Silver,Makassar,21700000
BMW,Seri 5,2016,Automatic,Bensin,114486.0,Merah,Surabaya,380100000
Toyota,Fortuner,2016,Automatic,Diesel,139427.0,Putih,Surabaya,165100000
Daihatsu,Ayla,2013,MT,Bensin,204721.0,Biru,Makassar,25000000
Honda,Brio,2014,Manual,Diesel,166791.0,Abu-abu,Medan,36300000
Honda,Mobilio,2021,Manual,Bensin,62862.0,Silver,Surabaya,130300000
Toyota,Innova,2016,Manual,Bensin,139956.0,Abu-abu,Jakarta,101700000
BMW,Seri 3,2016,Automatic,Bensin,128759.0,Biru,Makassar,286300000
Honda,Jazz,2013,Automatic,Bensin,229114.0,Merah,Semarang,44800000
Suzuki,Ertiga,2020,Manual,Diesel,88117.0,Abu-abu,Bandung,122600000
Toyota,Avanza,2012,Manual,Bensin,249733.0,Biru,Semarang,28000000
Honda,HR-V,2017,Manual,Bensin,128911.0,Putih,Makassar,110200000
Toyota,Agya,2020,MT,Bensin,145161.0,Biru,Makassar,68800000
Mercedes-Benz,E-Class,2014,Automatic,Bensin,185391.0,Abu-abu,Medan,274600000
Suzuki,Carry,2017,Automatic,Diesel,78293.0,Silver,Surabaya,57900000
Daihatsu,Sigra,2013,Automatic,Bensin,223537.0,Abu-abu,Yogyakarta,33200000
Honda,Brio,2012,Manual,Bensin,286097.0,Biru,Bali,27400000
Daihatsu,Terios,2019,Manual,Bensin,70447.0,,Makassar,111900000
Mitsubishi,Pajero Sport,2023,Automatic,Bensin,18377.0,Silver,Makassar,541200000
BMW,X5,2011,Automatic,Bensin,233131.0,Hitam,Yogyakarta,189200000
Toyota,Innova,2019,Manual,Bensin,63676.0,Silver,Yogyakarta,164000000
Toyota,Yaris,2023,Manual,Bensin,,,Surabaya,200000000
Toyota,Fortuner,2021,Manual,Diesel,58967.0,Abu-abu,Jakarta,361400000
Suzuki,Baleno,2015,Manual,Bensin,101317.0,Silver,Bali,63000000
Suzuki,XL7,2008,Automatic,Bensin,280329.0,Putih,Medan,23100000
Toyota,Yaris,2014,Manual,Bensin,244555.0,Biru,Surabaya,48400000
Toyota,Fortuner,2009,Manual,Bensin,271312.0,Biru,Bali,52000000
BMW,Seri 3,2022,Automatic,Bensin,48222.0,Putih,Bandung,680700000
Suzuki,Ertiga,2020,Manual,Bensin,82713.0,Biru,Semarang,115300000
Mercedes-Benz,E-Class,2013,Automatic,Bensin,142489.0,Merah,Jakarta,282900000
Daihatsu,Terios,2022,Automatic,Bensin,23318.0,Merah,Medan,179800000
Honda,City,2017,Manual,Bensin,89372.0,Merah,Semarang,114800000
Toyota,Yaris,2018,Manual,Bensin,97432.0,Abu-abu,Bali,101800000
Toyota,Yaris,2011,Automatic,Bensin,242830.0,Putih,Bali,33100000
Toyota,Yaris,2021,Automatic,Bensin,,,Bandung,168800000
Toyota,Agya,2019,Automatic,Bensin,115904.0,Merah,Makassar,70100000
Daihatsu,Gran Max,2021,Manual,Bensin,49728.0,Merah,Bali,90800000
Daihatsu,Ayla,2010,Manual,Bensin,124032.0,Silver,Bali,18100000
Toyota,Innova,2011,Matic,Bensin,186423.0,Merah,Bali,49000000
Toyota,Innova,2018,Automatic,Bensin,58517.0,Putih,Jakarta,164300000
Mercedes-Benz,E-Class,2018,Automatic,Bensin,89480.0,Abu-abu,Yogyakarta,550000000
Mercedes-Benz,E-Class,2013,Automatic,Bensin,130691.0,Hitam,Bandung,292300000
Suzuki,Carry,2016,Manual,Bensin,118897.0,Merah,Yogyakarta,44300000
Toyota,Yaris,2013,Manual,Bensin,172224.0,Merah,Surabaya,51200000
Honda,Brio,2014,Manual,Bensin,172442.0,Abu-abu,Semarang,35300000
Mitsubishi,Pajero Sport,2012,Automatic,Diesel,174722.0,Silver,Makassar,118100000
Toyota,Innova,2015,Automatic,Bensin,107572.0,Merah,Surabaya,113100000
Suzuki,Ertiga,2019,MT,Bensin,62514.0,Biru,Semarang,102700000
Mercedes-Benz,GLA,2020,Automatic,Bensin,61179.0,,Jakarta,506200000
Toyota,Rush,2011,Manual,Bensin,274677.0,Merah,Jakarta,31100000
Suzuki,Ertiga,2012,Manual,Bensin,68779.0,Biru,Makassar,44000000
Daihatsu,Ayla,2011,Automatic,Bensin,230779.0,Putih,Makassar,18800000
Toyota,Calya,2020,Manual,Bensin,60755.0,Putih,Bandung,86000000
Mitsubishi,Triton,2016,Automatic,Diesel,105005.0,Abu-abu,Surabaya,136200000
Honda,CR-V,2011,Manual,Bensin,133752.0,Silver,Semarang,78400000
Mitsubishi,Xpander,2014,Manual,Bensin,62937.0,Abu-abu,Bandung,68100000
Toyota,Rush,2010,Automatic,Bensin,241694.0,Abu-abu,Makassar,25300000
Toyota,Rush,2019,Manual,Bensin,103583.0,Merah,Semarang,102000000
Suzuki,Ignis,2018,Manual,Bensin,115232.0,Biru,Semarang,64900000
Toyota,Rush,2008,Automatic,Bensin,252296.0,Abu-abu,Makassar,26400000
Toyota,Calya,2013,Automatic,Bensin,185250.0,Merah,Bali,33900000
Mercedes-Benz,GLA,2022,Automatic,Bensin,54012.0,Biru,Semarang,570900000
Honda,Jazz,2011,Manual,Bensin,184156.0,,Surabaya,39400000
Toyota,Yaris,2016,Automatic,Bensin,120947.0,Abu-abu,Bandung,78400000
Suzuki,XL7,2015,,,,,Yogyakarta,65600000
Suzuki,Carry,2022,Manual,Bensin,55605.0,Merah,Medan,114000000
Suzuki,Carry,2022,Manual,Bensin,31580.0,Merah,Surabaya,108900000
Nissan,X-Trail,2022,Manual,Diesel,38593.0,Abu-abu,Bali,302500000
BMW,Seri 3,2022,Automatic,Bensin,49250.0,Silver,Semarang,563800000
Toyota,Rush,2019,Manual,Bensin,111840.0,Putih,Semarang,112000000
Toyota,Rush,2015,Automatic,Bensin,174366.0,Biru,Surabaya,66000000
Mitsubishi,Triton,2018,Manual,Diesel,135496.0,Putih,Jakarta,149500000
Toyota,Agya,2017,Automatic,Bensin,97893.0,Putih,Semarang,51600000
Toyota,Calya,2019,Automatic,Bensin,66860.0,Hitam,Surabaya,80900000
Suzuki,Ertiga,2012,Manual,Bensin,152608.0,Putih,Makassar,43300000
Honda,Jazz,2016,Manual,Bensin,160766.0,Biru,Jakarta,70900000
Honda,City,2016,Automatic,Bensin,125257.0,Abu-abu,Bandung,100400000
Daihatsu,Terios,2012,MT,Bensin,70925.0,Merah,Surabaya,49100000
BMW,Seri 5,2022,Automatic,Bensin,61745.0,Hitam,Jakarta,822000000
Daihatsu,Xenia,2011,Automatic,Bensin,87051.0,Putih,Surabaya,37800000
Nissan,Grand Livina,2008,Manual,Diesel,283843.0,Merah,Medan,18100000
Mercedes-Benz,E-Class,2023,Automatic,Bensin,39917.0,Biru,Bali,1144400000
Honda,City,2014,Manual,Bensin,101598.0,Hitam,Semarang,72200000
Suzuki,XL7,2013,Manual,Bensin,223168.0,Biru,Semarang,45800000
Honda,BR-V,2011,Automatic,Bensin,250893.0,Hitam,Medan,38500000
Honda,Brio,2011,Manual,Bensin,238298.0,Hitam,Medan,23600000
Daihatsu,Terios,2009,Automatic,Bensin,237020.0,Hitam,Yogyakarta,29200000
Honda,Mobilio,2018,Automatic,Diesel,134642.0,Abu-abu,Semarang,89000000
Honda,CR-V,2016,Matic,Bensin,136857.0,Silver,Medan,156600000
Honda,City,2015,Manual,Bensin,121751.0,Abu-abu,Bali,84000000
Daihatsu,Xenia,2010,Manual,Bensin,299426.0,Putih,Yogyakarta,21300000
Toyota,Yaris,2013,Automatic,Bensin,205457.0,Abu-abu,Bali,45500000
Toyota,Yaris,2019,Manual,Bensin,85510.0,Putih,Bandung,105300000
Mitsubishi,Xpander,2015,Manual,Bensin,169918.0,Hitam,Bali,69200000
Daihatsu,Ayla,2012,Manual,Diesel,255522.0,Hitam,Makassar,21200000
Toyota,Rush,2015,Automatic,Bensin,137537.0,Biru,Bandung,63900000
Suzuki,XL7,2023,Manual,Bensin,29103.0,Biru,Makassar,211800000
Toyota,Fortuner,2023,Automatic,Bensin,19858.0,Biru,Semarang,492400000
Honda,Brio,2023,Matic,Bensin,34287.0,,Makassar,137500000
Suzuki,Carry,2016,Manual,Diesel,162901.0,Biru,Jakarta,49200000
Toyota,Avanza,2014,Automatic,Bensin,191284.0,Abu-abu,Medan,49200000
Daihatsu,Terios,2010,Manual,Bensin,270397.0,Silver,Bandung,28100000
Toyota,Calya,2023,Manual,Bensin,18555.0,Abu-abu,Surabaya,140100000
Toyota,Rush,2008,Automatic,Bensin,265768.0,Biru,Jakarta,24300000
BMW,Seri 5,2010,Automatic,Bensin,247016.0,Putih,Bandung,140400000
Honda,CR-V,2011,Automatic,Bensin,319645.0,Silver,Yogyakarta,60900000
Toyota,Agya,2012,Automatic,Bensin,151565.0,Abu-abu,Bali,27600000
Mitsubishi,Triton,2013,Automatic,Diesel,155037.0,Silver,Yogyakarta,75400000
Daihatsu,Terios,2015,Automatic,Bensin,121401.0,Hitam,Jakarta,59200000
Honda,City,2021,Automatic,Bensin,54178.0,Putih,Medan,209300000
Toyota,Agya,2023,Manual,Bensin,17093.0,Abu-abu,Makassar,117400000
Honda,Brio,2012,Manual,Bensin,90055.0,Biru,Jakarta,30400000
Daihatsu,Ayla,2016,Automatic,Bensin,109380.0,Abu-abu,Yogyakarta,47300000
Daihatsu,Gran Max,2018,Manual,Bensin,104531.0,Hitam,Makassar,53800000
Toyota,Agya,2017,Manual,Bensin,139195.0,Merah,Bandung,47700000
Daihatsu,Sigra,2008,Automatic,Bensin,440566.0,Putih,Jakarta,11100000
Toyota,Agya,2011,Manual,Bensin,244900.0,Biru,Bandung,23600000
Mercedes-Benz,GLA,2009,Automatic,Bensin,365041.0,Biru,Medan,60600000
Suzuki,XL7,2023,Manual,Bensin,25218.0,Biru,Surabaya,198700000
Nissan,Grand Livina,2008,Manual,Bensin,202458.0,Silver,Medan,19800000
Mitsubishi,Xpander,2019,Manual,Bensin,91106.0,Merah,Bali,103200000
Mitsubishi,Triton,2012,,,,,Bali,67500000
Mercedes-Benz,GLA,2018,Manual,Bensin,94227.0,Hitam,Bandung,323000000
Mercedes-Benz,C-Class,2014,Automatic,Bensin,181683.0,Merah,Semarang,210600000
BMW,X5,2022,Automatic,Bensin,47153.0,Hitam,Yogyakarta,1122300000
Mitsubishi,Xpander,2009,Automatic,Bensin,277288.0,Silver,Yogyakarta,25200000
BMW,X5,2011,Automatic,Bensin,210835.0,Merah,Bandung,208600000
Mitsubishi,Xpander,2015,Manual,Bensin,243683.0,Hitam,Jakarta,60000000
Honda,City,2015,Automatic,Bensin,126356.0,Abu-abu,Medan,87300000
Honda,Brio,2013,Manual,Bensin,151292.0,Hitam,Makassar,36100000
Daihatsu,Sigra,2014,Manual,Bensin,148281.0,Biru,Makassar,35000000
Toyota,Agya,2011,,,,,Surabaya,22400000
Mercedes-Benz,E-Class,2023,Automatic,Bensin,42958.0,Abu-abu,Makassar,1067500000
Toyota,Yaris,2019,Manual,Bensin,67565.0,Merah,Medan,110700000
Suzuki,Ignis,2009,Manual,Bensin,272067.0,Abu-abu,Jakarta,17800000
Mercedes-Benz,E-Class,2010,Automatic,Bensin,184550.0,Merah,Surabaya,193700000
Nissan,Livina,2022,Manual,Bensin,32222.0,Biru,Bali,150600000
Suzuki,Carry,2012,Manual,Bensin,214500.0,Abu-abu,Medan,22800000
Toyota,Yaris,2012,Automatic,Bensin,161716.0,Abu-abu,Semarang,46300000
BMW,X5,2020,Automatic,Bensin,94937.0,Merah,Semarang,841200000
Toyota,Agya,2011,Manual,Bensin,241554.0,Merah,Surabaya,20400000
Honda,Brio,2019,Automatic,Bensin,31001.0,Merah,Bandung,72600000
Mitsubishi,Xpander,2013,Manual,Bensin,236700.0,Merah,Bandung,48300000
Honda,BR-V,2016,Automatic,Bensin,115931.0,Abu-abu,Bandung,74100000
Daihatsu,Xenia,2021,,,,,Semarang,121300000
Honda,HR-V,2019,Manual,Bensin,98460.0,Biru,Jakarta,152800000
Suzuki,Ertiga,2016,Manual,Bensin,164703.0,Biru,Medan,65100000
Suzuki,Carry,2018,Manual,Bensin,92896.0,Putih,Surabaya,67500000
Honda,Brio,2023,Manual,Bensin,12232.0,Putih,Bandung,132900000
Toyota,Yaris,2008,Automatic,Bensin,317610.0,Biru,Medan,19900000
BMW,Seri 3,2012,Automatic,Bensin,174801.0,Putih,Semarang,155800000
Toyota,Innova,2010,Manual,Bensin,214612.0,Merah,Semarang,46900000
Toyota,Yaris,2019,MT,Bensin,72444.0,Abu-abu,Bandung,123900000
Toyota,Innova,2018,Manual,Bensin,121109.0,Silver,Medan,154300000
Toyota,Calya,2010,Manual,Bensin,181984.0,Abu-abu,Bali,21900000
Nissan,Grand Livina,2011,Manual,Bensin,203412.0,Abu-abu,Semarang,28800000
BMW,X5,2015,Automatic,Bensin,143435.0,Putih,Semarang,435300000
BMW,Seri 3,2021,Automatic,Bensin,37875.0,Putih,Bandung,589500000
Toyota,Rush,2008,Manual,Bensin,172863.0,Merah,Yogyakarta,25000000
Mitsubishi,Pajero Sport,2014,Automatic,Bensin,229346.0,Silver,Bali,123600000
Toyota,Rush,2012,Manual,Diesel,237685.0,Hitam,Bandung,47700000
Toyota,Fortuner,2018,Manual,Bensin,63229.0,Silver,Makassar,241000000
Toyota,Agya,2019,,,,,Yogyakarta,67100000
Mitsubishi,Pajero Sport,2012,Automatic,Bensin,244131.0,Biru,Surabaya,83300000
Daihatsu,Ayla,2015,Manual,Bensin,156728.0,Biru,Medan,37600000
Nissan,X-Trail,2017,Manual,Bensin,139207.0,Abu-abu,Makassar,144700000
Toyota,Fortuner,2008,Automatic,Diesel,150073.0,Silver,Yogyakarta,57100000
Honda,Jazz,2017,Manual,Bensin,139209.0,Biru,Medan,83200000
Daihatsu,Gran Max,2023,Manual,Bensin,36318.0,Merah,Medan,131100000
Toyota,Avanza,2015,Manual,Bensin,124937.0,Putih,Bandung,58700000
Honda,City,2020,MT,Diesel,84683.0,Abu-abu,Jakarta,168800000
Honda,City,2010,Automatic,Diesel,216490.0,Silver,Bandung,42300000
Toyota,Rush,2023,Automatic,Bensin,31147.0,Hitam,Yogyakarta,233100000
Toyota,Avanza,2016,Automatic,Bensin,124953.0,Putih,Bandung,63200000
Honda,Jazz,2008,Automatic,Bensin,337448.0,Abu-abu,Semarang,21800000
Mercedes-Benz,C-Class,2020,Automatic,Bensin,74736.0,Abu-abu,Bandung,513600000
Honda,HR-V,2011,Automatic,Bensin,114017.0,Putih,Bandung,58300000
Toyota,Agya,2012,Manual,Bensin,241829.0,Biru,Yogyakarta,20900000
Honda,Mobilio,2008,Manual,Diesel,232495.0,Hitam,Yogyakarta,21500000
Honda,CR-V,2014,Automatic,Bensin,94588.0,Hitam,Yogyakarta,114200000
Toyota,Innova,2013,Automatic,Bensin,141368.0,Silver,Bali,81100000
Suzuki,Ertiga,2010,Matic,Bensin,249901.0,Biru,Bali,28900000
Honda,CR-V,2018,Manual,Bensin,66342.0,Putih,Surabaya,160900000
Honda,Jazz,2012,,,,,Bandung,34600000
Toyota,Innova,2014,Manual,Bensin,119608.0,Hitam,Jakarta,90500000
Mitsubishi,Triton,2009,Automatic,,,,Semarang,37600000
Honda,BR-V,2010,Manual,Diesel,156521.0,Silver,Jakarta,35600000
Nissan,X-Trail,2010,Automatic,Bensin,257341.0,Hitam,Surabaya,41900000
Honda,CR-V,2022,Automatic,Bensin,48037.0,Abu-abu,Medan,366600000
Nissan,X-Trail,2020,Manual,Diesel,60214.0,Hitam,Makassar,226100000
Toyota,Agya,2017,Manual,Bensin,72308.0,Hitam,Bandung,56400000
Suzuki,Baleno,2015,Automatic,Bensin,195892.0,Putih,Bandung,55400000
Daihatsu,Xenia,2018,Manual,Diesel,108678.0,Biru,Bandung,83000000
Toyota,Yaris,2014,Manual,Bensin,210622.0,Hitam,Jakarta,46700000
Toyota,Fortuner,2008,Automatic,Diesel,301791.0,Biru,Jakarta,51800000
Toyota,Avanza,2017,Automatic,Bensin,144128.0,Abu-abu,Jakarta,84900000
Suzuki,XL7,2014,Automatic,Bensin,202155.0,Silver,Makassar,64600000
Honda,Jazz,2022,Manual,Bensin,48586.0,Biru,Makassar,198500000
Daihatsu,Ayla,2021,Manual,Bensin,54278.0,Biru,Yogyakarta,71400000
Mitsubishi,Xpander,2021,Manual,Bensin,92295.0,Biru,Jakarta,163900000
Suzuki,Ertiga,2011,Automatic,,,,Jakarta,34700000
Mercedes-Benz,GLA,2013,Manual,Bensin,172387.0,Hitam,Yogyakarta,163400000
Suzuki,Baleno,2021,Manual,Bensin,50858.0,Silver,Medan,142900000
Daihatsu,Gran Max,2014,Manual,Bensin,172710.0,Silver,Semarang,30600000
Suzuki,Carry,2015,Manual,Bensin,138472.0,Silver,Surabaya,41600000
Toyota,Agya,2016,Automatic,Bensin,122269.0,Merah,Semarang,46300000
Daihatsu,Ayla,2017,Automatic,Bensin,96361.0,Hitam,Makassar,51500000
Daihatsu,Terios,2008,Manual,Bensin,137133.0,Hitam,Semarang,25400000
Nissan,X-Trail,2016,Automatic,Bensin,154976.0,Hitam,Bandung,132200000
Honda,Mobilio,2022,Automatic,Bensin,47564.0,Merah,Bandung,143400000
Suzuki,Ertiga,2019,Automatic,Bensin,24100.0,Hitam,Surabaya,123300000
Honda,HR-V,2018,,,,,Surabaya,134500000
Mercedes-Benz,GLA,2022,Matic,Bensin,37670.0,Silver,Bandung,590500000
Toyota,Innova,2008,Automatic,Bensin,293186.0,Putih,Bandung,33500000
Daihatsu,Sigra,2020,Manual,Bensin,68359.0,Silver,Semarang,88500000
Mitsubishi,Xpander,2012,Manual,Bensin,280871.0,Merah,Bali,38800000
Suzuki,Ertiga,2021,Manual,Bensin,50746.0,Merah,Semarang,146900000
Toyota,Yaris,2018,Manual,Bensin,41772.0,Abu-abu,Bali,93900000
Nissan,Grand Livina,2016,Automatic,Bensin,121866.0,Putih,Semarang,55200000
Honda,HR-V,2017,Manual,Bensin,119137.0,Biru,Makassar,118900000
Honda,CR-V,2022,Matic,Diesel,43014.0,Biru,Medan,375000000
Toyota,Fortuner,2013,Automatic,Diesel,221435.0,Putih,Bali,100900000
Suzuki,XL7,2013,Automatic,Bensin,193764.0,Merah,Bali,52200000
Toyota,Yaris,2011,Manual,Bensin,215370.0,Biru,Medan,33800000
Suzuki,Carry,2015,Manual,,,,Bandung,35800000
Honda,BR-V,2014,Automatic,Bensin,177879.0,Hitam,Bali,55900000
Toyota,Avanza,2009,Automatic,Bensin,234907.0,Hitam,Medan,21400000
Daihatsu,Terios,2021,Automatic,Bensin,66075.0,Biru,Medan,158900000
Honda,Brio,2012,Manual,Bensin,188281.0,Merah,Bandung,29400000
Toyota,Calya,2011,Automatic,Bensin,17130.0,Silver,Makassar,24700000
Toyota,Yaris,2020,Manual,Bensin,116482.0,Merah,Makassar,139800000
Nissan,X-Trail,2020,Manual,Bensin,59739.0,Biru,Bali,195300000
Toyota,Rush,2019,MT,Bensin,53966.0,Silver,Yogyakarta,111300000
Mitsubishi,Pajero Sport,2010,Manual,Diesel,154609.0,,Bali,86300000
Toyota,Avanza,2020,Manual,Diesel,103099.0,Biru,Medan,110600000
Mitsubishi,Xpander,2021,Automatic,Bensin,24997.0,Merah,Surabaya,211800000
Daihatsu,Sigra,2014,Manual,Bensin,88460.0,Merah,Semarang,34500000
Daihatsu,Gran Max,2009,Automatic,Diesel,154078.0,Merah,Semarang,21900000
Mitsubishi,Pajero Sport,2011,Automatic,Bensin,164329.0,Putih,Yogyakarta,80200000
Nissan,Livina,2008,Manual,Bensin,302843.0,Putih,Surabaya,18300000
Nissan,X-Trail,2022,Automatic,Diesel,28361.0,Biru,Yogyakarta,373000000
Honda,HR-V,2019,Automatic,Bensin,34098.0,Putih,Bali,195300000
Daihatsu,Sigra,2013,Manual,Bensin,192852.0,Putih,Yogyakarta,32500000
Honda,BR-V,2015,Automatic,Diesel,114458.0,,Bali,75500000
Toyota,Rush,2020,Manual,Diesel,46671.0,Abu-abu,Medan,144900000
Mitsubishi,Triton,2020,Automatic,Bensin,81980.0,Merah,Jakarta,242500000
Toyota,Agya,2020,Manual,Bensin,80425.0,Abu-abu,Surabaya,84100000
Suzuki,Baleno,2015,Automatic,Bensin,114676.0,Biru,Jakarta,71000000
Nissan,X-Trail,2015,Automatic,Diesel,131416.0,Putih,Jakarta,135300000
Honda,Brio,2012,Manual,Bensin,175204.0,Hitam,Bali,26700000
Mitsubishi,Triton,2012,Manual,Diesel,221690.0,Merah,Semarang,61000000
Nissan,X-Trail,2019,Automatic,Diesel,73920.0,Biru,Semarang,205900000
Honda,HR-V,2020,Automatic,Bensin,68521.0,Abu-abu,Makassar,188000000
Honda,Mobilio,2012,Automatic,Bensin,104642.0,Merah,Makassar,41100000
Honda,Mobilio,2008,Manual,Bensin,236614.0,Putih,Yogyakarta,20300000
Daihatsu,Terios,2013,MT,Bensin,180828.0,Merah,Jakarta,42300000
Suzuki,XL7,2012,Manual,Bensin,118644.0,Silver,Makassar,48100000
Daihatsu,Gran Max,2010,Manual,Diesel,250199.0,Silver,Bali,18100000
Daihatsu,Xenia,2013,Automatic,Bensin,144888.0,Silver,Bali,36900000
Toyota,Agya,2013,Automatic,Bensin,154779.0,Putih,Yogyakarta,32800000
Toyota,Rush,2019,Automatic,Bensin,93989.0,Abu-abu,Medan,113700000
Suzuki,Ignis,2015,Automatic,Bensin,138475.0,Silver,Makassar,43100000
BMW,Seri 3,2012,Automatic,Bensin,147067.0,Hitam,Yogyakarta,172700000
BMW,Seri 3,2021,Automatic,Bensin,35323.0,Abu-abu,Medan,511900000
Daihatsu,Terios,2019,Manual,Bensin,63927.0,Abu-abu,Medan,114000000
Nissan,Grand Livina,2015,Manual,Bensin,109800.0,Merah,Bali,54300000
Mercedes-Benz,GLA,2017,Manual,Bensin,105538.0,Biru,Medan,252300000
Honda,Brio,2019,Automatic,Bensin,70372.0,Silver,Surabaya,87300000
BMW,Seri 5,2021,Automatic,Bensin,48299.0,Hitam,Yogyakarta,647600000
Suzuki,Ertiga,2012,Automatic,Bensin,184082.0,Biru,Surabaya,43700000
Honda,Mobilio,2012,Automatic,Bensin,188473.0,Hitam,Makassar,38200000
Nissan,Livina,2008,Manual,Bensin,271234.0,Putih,Yogyakarta,19700000
Suzuki,Baleno,2010,Automatic,Bensin,200416.0,Merah,Surabaya,33100000
